val_pred,val_true,aro_pred,aro_true
-0.39869788,-0.176846,0.013087173,-0.0776398
-0.35712916,-0.367789,0.2114577,0.183895
0.052621022,-0.0629113,0.8037928,0.532327
-0.11098817,0.00483933,0.039779503,-0.00483933
-0.2851104,-0.642857,-0.13417915,-0.507936
-0.78611535,-0.597729,0.49975634,0.483164
-0.48241872,-0.309524,0.6426413,0.285714
-0.39544934,-0.147493,-0.45812446,-0.379267
-0.4836252,-0.648471,0.49667904,0.658149
0.019295823,-0.626984,0.10467863,0.611111
-0.38979098,-0.539683,0.24091478,0.357143
0.71084034,0.537295,0.06506664,0.115887
-0.21536246,-0.246032,1.0241299,0.793651
-0.6119373,-0.793651,0.16026168,-0.373016
-0.3214593,-0.643631,0.5277426,0.65331
-0.16979262,-0.159698,0.87255085,0.938831
-0.36666924,-0.571429,0.0060709156,-0.222222
-0.14028975,-0.238095,0.016162097,0.753968
-0.27313828,-0.565045,-0.031608302,-0.176846
-0.835421,-0.854767,-0.33671507,-0.234996
-0.517506,-0.18254,0.68277353,0.563492
0.08520835,0.0689021,0.5695141,0.750268
-0.2973806,-0.316056,-0.15233439,-0.15276
-0.18133502,-0.300039,0.44161505,0.333914
-0.5076548,0.611111,0.6493052,0.0873016
0.2535059,0.224293,0.9583224,0.733264
-0.45601338,-0.769841,-0.1779725,-0.388889
-0.42230123,-0.698413,0.7125584,0.47619
-0.41430718,-0.643631,0.5511075,0.648471
-0.71699864,-0.844784,-0.20027462,-0.324086
0.019626595,-0.237127,0.023184573,0.237127
0.077590875,0.187567,0.9020238,0.803858
-0.3816281,-0.348675,0.6046633,0.632596
-0.3019187,-0.0919473,-0.06729805,-0.0677507
-0.49627742,-0.556523,-0.6320175,-0.348432
-0.5160735,-0.738784,0.15241535,-0.202879
0.8418092,0.922565,0.04424456,0.0885835
-0.47843862,-0.174603,0.62500215,0.547619
-0.22319028,-0.648471,0.24941608,0.658149
-0.32830492,-0.439281,0.43493557,0.525057
-0.40021944,-0.595238,-0.017052695,0.65873
0.15627705,0.396825,0.4659048,0.759775
-0.5892645,-0.758533,0.5260969,0.453013
0.14570765,0.125086,0.19578321,0.487405
-0.34759957,0.309524,0.46945566,0.150794
-0.2860583,-0.754936,0.21431173,0.421022
-0.73342943,-0.460317,0.27422214,0.277778
0.844911,0.787009,0.122188315,0.358637
-0.02612048,-0.168563,0.9618514,0.790139
-0.44920862,0.367789,-0.049995936,0.764615
0.040026475,-0.750097,0.3225559,0.372629
0.019336484,0.191799,0.855389,0.767196
-0.015025029,-0.722222,0.7757888,0.452381
-0.19415729,-0.65261,0.49477297,0.666954
-0.056499414,-0.0396825,0.0062717237,-0.031746
-0.17510301,0.174216,0.48817542,0.0241967
-0.14751016,0.367789,0.18976796,0.783972
0.42416704,0.166667,0.54522026,0.746032
-0.17446372,-0.164375,1.0527073,0.901574
0.86913794,0.912698,0.071977325,0.134921
-0.13324124,0.238095,0.55257803,0.896825
0.95605993,0.825397,0.056273244,0.166667
-0.28374982,-0.563492,-0.20084137,-0.0634921
0.18601015,0.547619,0.42582124,0.015873
0.07587393,-0.15873,0.6897222,0.825397
-0.096351534,-0.101626,0.71951437,0.629113
-0.42021787,0.150794,0.3749131,0.666667
-0.25152287,0.357143,0.38177097,0.0793651
-0.9694706,-0.796971,-0.4883546,-0.164375
-0.6597805,-0.611111,-0.17178869,-0.285714
-0.51656425,-0.857143,-0.22810817,-0.238095
-1.0037341,-0.944171,-0.4190356,-0.280875
-0.5523696,-0.842044,-0.3342867,-0.246806
-0.32016915,-0.735579,-0.0072317915,-0.183895
-0.84266937,-0.650794,-0.6038084,-0.285714
-0.13316649,-0.179055,0.640712,0.769454
0.55157363,0.515873,0.103950255,-0.00793651
-0.44336626,0.765579,0.5952529,0.0459348
-0.9450333,-0.701703,-0.49989212,0.532327
-0.37342215,-0.0301932,0.43866572,0.0819531
-0.071079336,-0.14234,0.20056918,0.340752
-0.7534364,-0.111305,-0.1782066,0.643631
0.7120007,0.523809,0.37557185,0.714286
0.24849892,0.222609,0.9263697,0.638792
-0.22212547,0.571429,0.42517966,0.0952381
-0.041451335,-0.447745,0.21418864,0.158028
-0.5831513,-0.238095,-0.3175083,-0.34127
-0.36350632,-0.674603,0.3685209,0.468254
-0.48020756,-0.295199,0.597852,0.682346
-0.1740523,0.13169,0.09232553,-0.215971
0.39838547,0.900116,0.12635902,-0.140341
-0.34504512,-0.711125,0.5041646,0.458281
-0.28154337,-0.721061,0.4659766,0.425861
0.7809105,0.391986,0.46022284,0.745257
-0.30134144,-0.599551,0.31223413,0.340752
-0.72651637,-0.68254,0.6369646,0.47619
-0.6126705,-0.769454,0.6815214,0.522648
0.83280486,0.498451,0.13929154,0.0822687
-0.13314629,-0.0448296,0.06592576,0.0547918
-0.4278911,-0.597729,0.57739323,0.483164
-0.22781786,-0.674603,0.23593986,-0.460317
-0.54697615,-0.00431332,0.040630832,-0.00862664
0.40625727,0.539683,0.1588456,0.0
-0.047495484,-0.043554,0.25568587,0.416183
0.16526197,0.774293,0.26814848,0.111305
-0.35260642,-0.0503373,0.8489836,0.963959
0.25481656,0.515873,0.10754867,0.0
0.09648602,-0.0967867,0.770674,0.271003
-0.29527083,-0.449678,0.28968447,0.465273
-0.22293836,-0.0532327,0.93389755,0.94851
