val_pred,val_true,aro_pred,aro_true
-0.2675795,-0.176846,0.11631879,-0.0776398
-0.16322686,-0.367789,0.070475325,0.183895
-0.16427027,-0.0629113,0.43994728,0.532327
-0.16830449,0.00483933,0.16894351,-0.00483933
-0.32004982,-0.642857,0.051530782,-0.507936
-0.8244832,-0.597729,0.49780935,0.483164
-0.44796538,-0.309524,0.5003187,0.285714
-0.6069753,-0.147493,-0.22202085,-0.379267
-0.42703897,-0.648471,0.4435006,0.658149
-0.08712194,-0.626984,0.07290758,0.611111
-0.34958458,-0.539683,0.46232805,0.357143
0.57282877,0.537295,0.118918575,0.115887
-0.16581534,-0.246032,0.98893946,0.793651
-0.6644629,-0.793651,0.12063308,-0.373016
-0.0053970115,-0.643631,0.33953598,0.65331
-0.15276578,-0.159698,0.74044865,0.938831
-0.24695043,-0.571429,-0.04091463,-0.222222
-0.009629839,-0.238095,0.07544435,0.753968
-0.27643305,-0.565045,0.18904993,-0.176846
-0.5753755,-0.854767,-0.08752033,-0.234996
-0.11422003,-0.18254,0.29341283,0.563492
0.046487786,0.0689021,0.63331467,0.750268
-0.26805353,-0.316056,0.04660089,-0.15276
-0.19372948,-0.300039,0.38491797,0.333914
-0.13049652,0.611111,0.3620703,0.0873016
0.13628612,0.224293,0.90604585,0.733264
-0.84981817,-0.769841,-0.5557702,-0.388889
-0.14182864,-0.698413,0.84713715,0.47619
-0.42115235,-0.643631,0.53397095,0.648471
-0.15910967,-0.844784,0.48081756,-0.324086
-0.20532683,-0.237127,0.22029994,0.237127
0.26246214,0.187567,0.67603856,0.803858
-0.48611295,-0.348675,0.5936788,0.632596
-0.107679285,-0.0919473,0.61028546,-0.0677507
-0.2057038,-0.556523,-0.21025874,-0.348432
-0.6562693,-0.738784,-0.04223099,-0.202879
0.8674828,0.922565,0.11101268,0.0885835
-0.40362868,-0.174603,0.50202274,0.547619
-0.22478323,-0.648471,0.3140848,0.658149
-0.2227527,-0.439281,0.29533604,0.525057
-0.50005054,-0.595238,0.49127457,0.65873
-0.09485196,0.396825,0.39312288,0.759775
-0.6085868,-0.758533,0.38722414,0.453013
0.12399075,0.125086,0.46339688,0.487405
-0.20400651,0.309524,0.22014213,0.150794
-0.37958443,-0.754936,0.10627991,0.421022
-0.5657795,-0.460317,0.47796783,0.277778
0.61805415,0.787009,0.18160011,0.358637
-0.0864749,-0.168563,1.0357428,0.790139
0.09259806,0.367789,0.66833276,0.764615
-0.24310058,-0.750097,0.26743725,0.372629
0.031254184,0.191799,0.59377825,0.767196
-0.19709958,-0.722222,0.76981837,0.452381
-0.16435511,-0.65261,0.3829608,0.666954
