val_pred,val_true,aro_pred,aro_true
-0.2675795,-0.176846,0.11631879,-0.0776398
-0.16322686,-0.367789,0.2114577,0.183895
0.052621022,-0.0629113,0.8037928,0.532327
-0.11098817,0.00483933,0.16894351,-0.00483933
-0.2851104,-0.642857,0.051530782,-0.507936
-0.78611535,-0.597729,0.49975634,0.483164
-0.44796538,-0.309524,0.6426413,0.285714
-0.39544934,-0.147493,-0.22202085,-0.379267
-0.42703897,-0.648471,0.49667904,0.658149
0.019295823,-0.626984,0.10467863,0.611111
-0.34958458,-0.539683,0.46232805,0.357143
0.71084034,0.537295,0.118918575,0.115887
-0.16581534,-0.246032,1.0241299,0.793651
-0.6119373,-0.793651,0.16026168,-0.373016
-0.0053970115,-0.643631,0.5277426,0.65331
-0.15276578,-0.159698,0.87255085,0.938831
-0.24695043,-0.571429,0.0060709156,-0.222222
-0.009629839,-0.238095,0.07544435,0.753968
-0.27313828,-0.565045,0.18904993,-0.176846
-0.5753755,-0.854767,-0.08752033,-0.234996
-0.11422003,-0.18254,0.68277353,0.563492
0.08520835,0.0689021,0.63331467,0.750268
-0.26805353,-0.316056,0.04660089,-0.15276
-0.18133502,-0.300039,0.44161505,0.333914
-0.13049652,0.611111,0.6493052,0.0873016
0.2535059,0.224293,0.9583224,0.733264
-0.45601338,-0.769841,-0.1779725,-0.388889
-0.14182864,-0.698413,0.84713715,0.47619
-0.41430718,-0.643631,0.5511075,0.648471
-0.15910967,-0.844784,0.48081756,-0.324086
0.019626595,-0.237127,0.22029994,0.237127
0.26246214,0.187567,0.9020238,0.803858
-0.3816281,-0.348675,0.6046633,0.632596
-0.107679285,-0.0919473,0.61028546,-0.0677507
-0.2057038,-0.556523,-0.21025874,-0.348432
-0.5160735,-0.738784,0.15241535,-0.202879
0.8674828,0.922565,0.11101268,0.0885835
-0.40362868,-0.174603,0.62500215,0.547619
-0.22319028,-0.648471,0.3140848,0.658149
-0.2227527,-0.439281,0.43493557,0.525057
-0.40021944,-0.595238,0.49127457,0.65873
0.15627705,0.396825,0.4659048,0.759775
-0.5892645,-0.758533,0.5260969,0.453013
0.14570765,0.125086,0.46339688,0.487405
-0.20400651,0.309524,0.46945566,0.150794
-0.2860583,-0.754936,0.21431173,0.421022
-0.5657795,-0.460317,0.47796783,0.277778
0.844911,0.787009,0.18160011,0.358637
-0.02612048,-0.168563,1.0357428,0.790139
0.09259806,0.367789,0.66833276,0.764615
0.040026475,-0.750097,0.3225559,0.372629
0.031254184,0.191799,0.855389,0.767196
-0.015025029,-0.722222,0.7757888,0.452381
-0.16435511,-0.65261,0.49477297,0.666954
-0.02523692,-0.0396825,0.21695481,-0.031746
-0.05228665,0.174216,0.48817542,0.0241967
-0.11912439,0.367789,0.18976796,0.783972
0.42416704,0.166667,0.54522026,0.746032
-0.17446372,-0.164375,1.0527073,0.901574
0.86913794,0.912698,0.12481865,0.134921
-0.13324124,0.238095,0.55257803,0.896825
0.95605993,0.825397,0.056273244,0.166667
-0.24846049,-0.563492,-0.09772345,-0.0634921
0.18601015,0.547619,0.48952022,0.015873
0.07587393,-0.15873,0.6897222,0.825397
0.05779079,-0.101626,0.71951437,0.629113
-0.42021787,0.150794,0.4375761,0.666667
-0.1334211,0.357143,0.38177097,0.0793651
-0.7169233,-0.796971,-0.44277588,-0.164375
-0.42202985,-0.611111,0.025471497,-0.285714
-0.25372905,-0.857143,-0.028695663,-0.238095
-0.9070469,-0.944171,-0.26417062,-0.280875
-0.5244108,-0.842044,0.23700345,-0.246806
-0.32016915,-0.735579,0.09176799,-0.183895
-0.67089003,-0.650794,-0.37954807,-0.285714
-0.02769563,-0.179055,0.89096624,0.769454
0.55157363,0.515873,0.20835085,-0.00793651
-0.31964302,0.765579,0.5952529,0.0459348
-0.12100892,-0.701703,0.29640058,0.532327
-0.37342215,-0.0301932,0.45053038,0.0819531
-0.071079336,-0.14234,0.44850776,0.340752
-0.42557994,-0.111305,0.3114559,0.643631
0.7120007,0.523809,0.55177677,0.714286
0.24849892,0.222609,0.9263697,0.638792
0.15865788,0.571429,0.44978112,0.0952381
0.12810473,-0.447745,0.21418864,0.158028
-0.40566966,-0.238095,-0.09557751,-0.34127
-0.35767746,-0.674603,0.3685209,0.468254
-0.48020756,-0.295199,0.6537952,0.682346
-0.14149228,0.13169,0.15603875,-0.215971
0.6522832,0.900116,0.12635902,-0.140341
-0.34504512,-0.711125,0.5041646,0.458281
-0.26555824,-0.721061,0.51603216,0.425861
0.7809105,0.391986,0.54409003,0.745257
-0.038669094,-0.599551,0.31223413,0.340752
-0.6592335,-0.68254,0.6369646,0.47619
-0.6126705,-0.769454,0.7968152,0.522648
0.83280486,0.498451,0.13929154,0.0822687
-0.13314629,-0.0448296,0.06592576,0.0547918
-0.4278911,-0.597729,0.57739323,0.483164
0.007889072,-0.674603,0.46070683,-0.460317
-0.54697615,-0.00431332,0.103690505,-0.00862664
0.7225702,0.539683,0.1588456,0.0
-0.047495484,-0.043554,0.25568587,0.416183
0.16526197,0.774293,0.30689305,0.111305
-0.20031665,-0.0503373,0.92815936,0.963959
0.51559305,0.515873,0.10754867,0.0
0.09648602,-0.0967867,0.770674,0.271003
-0.29527083,-0.449678,0.3532835,0.465273
-0.22293836,-0.0532327,0.93389755,0.94851
0.54186976,0.0172533,0.16428818,0.00431332
-0.14425057,-0.833333,0.1836138,0.357143
-0.3651696,-0.36295,-0.08778018,-0.208091
-0.5038563,-0.607121,0.6300115,0.650333
-0.41230112,-0.469415,0.44678482,0.672667
0.112804845,-0.0396825,0.3068331,0.0396825
-0.2621318,0.00967867,0.076130904,0.00967867
0.03543765,-0.198843,0.50529283,0.562958
-0.23632573,-0.548942,0.59145147,0.542328
-0.72930133,-0.5,0.52346605,0.31746
-0.27798074,-0.138889,0.7773371,0.773809
0.18001276,-0.324235,0.8706354,0.300039
-0.9288611,-0.891612,-0.2632877,-0.169356
0.4745296,0.788811,0.23290464,0.0532327
0.07416205,-0.0967867,0.9354139,0.900116
0.16663866,0.849206,0.86884147,0.031746
-0.5359218,-0.873016,0.56597394,0.436508
-0.19332361,0.200169,0.15713479,-0.200169
0.83444506,0.505689,0.09255259,0.0948167
-0.41393182,-0.221239,-0.14930175,-0.453013
0.027110022,0.00431332,0.57167965,0.00431332
0.42612466,0.825531,0.095291115,-0.166113
0.066233166,-0.116144,0.85323447,0.793651
-0.54979956,-0.681391,-0.0052845087,-0.180138
0.19490305,-0.058072,0.8634199,0.861401
0.021794599,-0.0793651,0.8996747,0.793651
-0.056293227,-0.306232,0.12801485,0.367478
-0.5171304,-0.7259,-0.3658435,-0.343593
-0.5195888,-0.600077,0.5215726,0.658149
-0.040263467,-0.0338753,0.6119044,0.774293
-0.14127271,-0.0873016,0.8632513,0.809524
-0.19237807,-0.0626566,0.93324065,0.849105
0.14884368,-0.159698,0.43608123,0.372629
-0.4350935,-0.168219,0.45916483,0.483092
-0.23960736,-0.904956,0.57549894,-0.00483933
-0.26559255,-0.450058,0.6864299,0.483933
-0.12796392,-0.101626,0.7677674,0.900116
-0.09339748,0.00793651,0.17844976,0.00793651
-0.074533574,-0.07259,0.8440543,0.619435
0.5125159,0.711989,0.14754651,0.1646
-0.25144184,-0.649351,-0.1819394,-0.377529
-0.33117187,-0.796971,0.03722039,-0.254035
-0.05500002,0.221484,0.28964713,0.500856
-0.10684833,-0.0714286,0.18937822,-0.642857
-0.25461382,-0.801587,0.7087238,-0.460317
-0.53347844,0.0992063,0.42821246,0.405452
0.107137956,-0.126984,0.8914619,0.849206
-0.44338292,-0.754936,0.044819564,-0.338753
-0.58159226,-0.54783,0.51904905,0.742731
-0.5308622,-0.478183,0.53240967,0.811915
-0.69199353,-0.174603,-0.44675472,-0.34127
